Имя объекта;Тип объекта;Синоним;Файл
РегистрНакопления.ПредоставленныеСкидки;РегистрНакопления;Надані знижки;РегистрНакопления_ПредоставленныеСкидки.md
РегистрНакопления.Продажи;РегистрНакопления;Продажі;РегистрНакопления_Продажи.md
РегистрНакопления.ПродажиПоДисконтнымКартам;РегистрНакопления;Продажі за дисконтними картками;РегистрНакопления_ПродажиПоДисконтнымКартам.md
РегистрНакопления.РазмещениеЗаказов;РегистрНакопления;Розміщення замовлень;РегистрНакопления_РазмещениеЗаказов.md
РегистрНакопления.РасчетыПоКредитамИЗаймам;РегистрНакопления;Розрахунки за кредитами і позиками;РегистрНакопления_РасчетыПоКредитамИЗаймам.md
РегистрНакопления.РасчетыПоНалогам;РегистрНакопления;Розрахунки за податками;РегистрНакопления_РасчетыПоНалогам.md
РегистрНакопления.РасчетыПоЭквайрингу;РегистрНакопления;Розрахунки за еквайрингом;РегистрНакопления_РасчетыПоЭквайрингу.md
РегистрНакопления.РасчетыСПерсоналом;РегистрНакопления;Розрахунки з персоналом;РегистрНакопления_РасчетыСПерсоналом.md
РегистрНакопления.РасчетыСПодотчетниками;РегистрНакопления;Розрахунки з підзвітними особами;РегистрНакопления_РасчетыСПодотчетниками.md
РегистрНакопления.РасчетыСПокупателями;РегистрНакопления;Розрахунки з покупцями;РегистрНакопления_РасчетыСПокупателями.md
РегистрНакопления.РасчетыСПоставщиками;РегистрНакопления;Розрахунки з постачальниками;РегистрНакопления_РасчетыСПоставщиками.md
РегистрНакопления.РасчетыСПрочимиКонтрагентами;РегистрНакопления;Розрахунки з іншими контрагентами;РегистрНакопления_РасчетыСПрочимиКонтрагентами.md
РегистрНакопления.РезервыТоваровОрганизаций;РегистрНакопления;Резерви товарів організацій;РегистрНакопления_РезервыТоваровОрганизаций.md
РегистрНакопления.РозничныеПродажиПодакцизныхТоваров;РегистрНакопления;Роздрібні продажі підакцизних товарів;РегистрНакопления_РозничныеПродажиПодакцизныхТоваров.md
РегистрНакопления.СдельныеНаряды;РегистрНакопления;Відрядні наряди;РегистрНакопления_СдельныеНаряды.md
РегистрНакопления.СерииНоменклатуры;РегистрНакопления;Серії номенклатури;РегистрНакопления_СерииНоменклатуры.md
РегистрНакопления.СерииНоменклатурыКПоступлению;РегистрНакопления;Серії номенклатури до надходження;РегистрНакопления_СерииНоменклатурыКПоступлению.md
РегистрНакопления.СерииНоменклатурыКРасходу;РегистрНакопления;Серії номенклатури до витрати;РегистрНакопления_СерииНоменклатурыКРасходу.md
РегистрНакопления.СуммовойУчетВРознице;РегистрНакопления;Сумовий облік у роздробі;РегистрНакопления_СуммовойУчетВРознице.md
РегистрНакопления.Табель;РегистрНакопления;Табель;РегистрНакопления_Табель.md
РегистрНакопления.УдалитьДенежныеСредстваПрогноз;РегистрНакопления;(видалити) Грошові кошти (прогноз);РегистрНакопления_УдалитьДенежныеСредстваПрогноз.md
РегистрНакопления.УчетЕСВ;РегистрНакопления;Облік ЄСВ;РегистрНакопления_УчетЕСВ.md
РегистрНакопления.ФактическоеРабочееВремяСотрудников;РегистрНакопления;Фактичний робочий час співробітників;РегистрНакопления_ФактическоеРабочееВремяСотрудников.md
РегистрНакопления.ФинансовыйРезультат;РегистрНакопления;Фінансовий результат;РегистрНакопления_ФинансовыйРезультат.md
РегистрНакопления.ФинансовыйРезультатПрогноз;РегистрНакопления;Фінансовий результат (прогноз);РегистрНакопления_ФинансовыйРезультатПрогноз.md
РегистрНакопления.ЭтапыПроизводства;РегистрНакопления;Етапи виробництва;РегистрНакопления_ЭтапыПроизводства.md
