Имя объекта;Тип объекта;Синоним;Файл
Константа.ФункциональнаяОпцияИспользоватьМинимальныеЦены;Константа;Використовувати мінімальні ціни;Константа_ФункциональнаяОпцияИспользоватьМинимальныеЦены.md
Константа.ФункциональнаяОпцияИспользоватьНаборы;Константа;Використовувати набори;Константа_ФункциональнаяОпцияИспользоватьНаборы.md
Константа.ФункциональнаяОпцияИспользоватьОбменССайтами;Константа;Використовувати обмін з сайтами;Константа_ФункциональнаяОпцияИспользоватьОбменССайтами.md
Константа.ФункциональнаяОпцияИспользоватьОписьСдаваемыхДенег;Константа;Функціональна опція використовувати опис коштів, що здаються;Константа_ФункциональнаяОпцияИспользоватьОписьСдаваемыхДенег.md
Константа.ФункциональнаяОпцияИспользоватьОплатуКартами;Константа;Функціональна опція використовувати оплату картками;Константа_ФункциональнаяОпцияИспользоватьОплатуКартами.md
Константа.ФункциональнаяОпцияИспользоватьОплатуКартамиВОптовойТорговле;Константа;Використовувати оплату платіжними картками в оптовій торгівлі;Константа_ФункциональнаяОпцияИспользоватьОплатуКартамиВОптовойТорговле.md
Константа.ФункциональнаяОпцияИспользоватьОплатуКредитом;Константа;Функціональна опція використовувати оплату кредитом;Константа_ФункциональнаяОпцияИспользоватьОплатуКредитом.md
Константа.ФункциональнаяОпцияИспользоватьОрдерныйСклад;Константа;Використовувати ордерний склад;Константа_ФункциональнаяОпцияИспользоватьОрдерныйСклад.md
Константа.ФункциональнаяОпцияИспользоватьОтчетность;Константа;Використовувати регламентовану звітність;Константа_ФункциональнаяОпцияИспользоватьОтчетность.md
Константа.ФункциональнаяОпцияИспользоватьПараметрическиеСпецификации;Константа;Функціональна опція використовувати параметричні специфікації;Константа_ФункциональнаяОпцияИспользоватьПараметрическиеСпецификации.md
Константа.ФункциональнаяОпцияИспользоватьПартии;Константа;Використовувати партії;Константа_ФункциональнаяОпцияИспользоватьПартии.md
Константа.ФункциональнаяОпцияИспользоватьПечатьЭтикетокИЦенников;Константа;Друк етикеток і цінників;Константа_ФункциональнаяОпцияИспользоватьПечатьЭтикетокИЦенников.md
Константа.ФункциональнаяОпцияИспользоватьПланПродаж;Константа;Планування продажів;Константа_ФункциональнаяОпцияИспользоватьПланПродаж.md
Константа.ФункциональнаяОпцияИспользоватьПодарочныеСертификаты;Константа;Функціональна опція використовувати подарункові сертифікати;Константа_ФункциональнаяОпцияИспользоватьПодарочныеСертификаты.md
Константа.ФункциональнаяОпцияИспользоватьПодключаемоеОборудование;Константа;Використовувати торгове обладнання;Константа_ФункциональнаяОпцияИспользоватьПодключаемоеОборудование.md
Константа.ФункциональнаяОпцияИспользоватьПодсистемуЗарплата;Константа;Використовувати підсистему Зарплата;Константа_ФункциональнаяОпцияИспользоватьПодсистемуЗарплата.md
Константа.ФункциональнаяОпцияИспользоватьПодсистемуПроизводство;Константа;Використовувати підсистему Виробництво;Константа_ФункциональнаяОпцияИспользоватьПодсистемуПроизводство.md
Константа.ФункциональнаяОпцияИспользоватьПодсистемуПроизводствоМоб;Константа;Використовувати підсистему Виробництво (мобільне);Константа_ФункциональнаяОпцияИспользоватьПодсистемуПроизводствоМоб.md
Константа.ФункциональнаяОпцияИспользоватьПодсистемуРаботы;Константа;Використовувати підсистему Роботи;Константа_ФункциональнаяОпцияИспользоватьПодсистемуРаботы.md
Константа.ФункциональнаяОпцияИспользоватьПредоплатуВЧекахККМ;Константа;Функціональна опція використовувати передоплату в чеках ККМ;Константа_ФункциональнаяОпцияИспользоватьПредоплатуВЧекахККМ.md
Константа.ФункциональнаяОпцияИспользоватьРезервированиеДенежныхСредств;Константа;Функціональна опція використовувати резервування грошових коштів;Константа_ФункциональнаяОпцияИспользоватьРезервированиеДенежныхСредств.md
Константа.ФункциональнаяОпцияИспользоватьРучныеСкидкиНаценкиЗакупки;Константа;Використовувати ручні построкові знижки, націнки в закупівлях;Константа_ФункциональнаяОпцияИспользоватьРучныеСкидкиНаценкиЗакупки.md
Константа.ФункциональнаяОпцияИспользоватьРучныеСкидкиНаценкиПродажи;Константа;Використовувати ручні построкові знижки, націнки в продажах;Константа_ФункциональнаяОпцияИспользоватьРучныеСкидкиНаценкиПродажи.md
Константа.ФункциональнаяОпцияИспользоватьСборкуЗаказов;Константа;Функціональна опція використовувати збирання замовлень;Константа_ФункциональнаяОпцияИспользоватьСборкуЗаказов.md
Константа.ФункциональнаяОпцияИспользоватьСверкиВзаиморасчетов;Константа;Звірки взаєморозрахунків;Константа_ФункциональнаяОпцияИспользоватьСверкиВзаиморасчетов.md
Константа.ФункциональнаяОпцияИспользоватьСервисЗакупкаТоваров;Константа;Закупівля товарів;Константа_ФункциональнаяОпцияИспользоватьСервисЗакупкаТоваров.md
Константа.ФункциональнаяОпцияИспользоватьСервисРасчетПотребностей;Константа;Розрахунок потреб;Константа_ФункциональнаяОпцияИспользоватьСервисРасчетПотребностей.md
Константа.ФункциональнаяОпцияИспользоватьСовместительство;Константа;Використовувати сумісництво;Константа_ФункциональнаяОпцияИспользоватьСовместительство.md
Константа.ФункциональнаяОпцияИспользоватьТехоперации;Константа;Використовувати технологічні операції;Константа_ФункциональнаяОпцияИспользоватьТехоперации.md
Константа.ФункциональнаяОпцияИспользоватьХарактеристики;Константа;Використовувати характеристики;Константа_ФункциональнаяОпцияИспользоватьХарактеристики.md
Константа.ФункциональнаяОпцияИспользоватьЧастичноеПогашениеСертификатов;Константа;Функціональна опція використовувати часткове погашення сертифікатів;Константа_ФункциональнаяОпцияИспользоватьЧастичноеПогашениеСертификатов.md
Константа.ФункциональнаяОпцияИспользоватьШтрихкодАкцизнойМаркиПриПечатиЧека;Константа;Використовувати штрихкод акцизної марки під час друку чека;Константа_ФункциональнаяОпцияИспользоватьШтрихкодАкцизнойМаркиПриПечатиЧека.md
Константа.ФункциональнаяОпцияИспользоватьЭтапыПроизводства;Константа;Функціональна опція використовувати етапи виробництва;Константа_ФункциональнаяОпцияИспользоватьЭтапыПроизводства.md
Константа.ФункциональнаяОпцияИспользуетсяОСНО;Константа;Використовується загальна система оподатковування;Константа_ФункциональнаяОпцияИспользуетсяОСНО.md
Константа.ФункциональнаяОпцияКассовыйМетодУчетаДоходовИРасходов;Константа;Касовий метод обліку доходів і витрат;Константа_ФункциональнаяОпцияКассовыйМетодУчетаДоходовИРасходов.md
Константа.ФункциональнаяОпцияКонтрольДоговоров;Константа;Функціональна опція контроль договорів;Константа_ФункциональнаяОпцияКонтрольДоговоров.md
Константа.ФункциональнаяОпцияКредитыИЗаймы;Константа;Кредити й позики;Константа_ФункциональнаяОпцияКредитыИЗаймы.md
Константа.ФункциональнаяОпцияПередачаЗапасовНаОтветХранение;Константа;Передача запасів на відповідальне зберігання;Константа_ФункциональнаяОпцияПередачаЗапасовНаОтветХранение.md
Константа.ФункциональнаяОпцияПередачаСырьяВПереработку;Константа;Передача сировини в переробку;Константа_ФункциональнаяОпцияПередачаСырьяВПереработку.md
Константа.ФункциональнаяОпцияПередачаТоваровНаКомиссию;Константа;Передача товарів на комісію;Константа_ФункциональнаяОпцияПередачаТоваровНаКомиссию.md
Константа.ФункциональнаяОпцияПереработкаДавальческогоСырья;Константа;Переробка давальницької сировини;Константа_ФункциональнаяОпцияПереработкаДавальческогоСырья.md
Константа.ФункциональнаяОпцияПланироватьЗагрузкуРесурсовПредприятия;Константа;Планувати завантаження ресурсів підприємства;Константа_ФункциональнаяОпцияПланироватьЗагрузкуРесурсовПредприятия.md
Константа.ФункциональнаяОпцияПланироватьЗагрузкуРесурсовПредприятияЖурналЗаписи;Константа;Планувати завантаження ресурсів підприємства (журнал запису);Константа_ФункциональнаяОпцияПланироватьЗагрузкуРесурсовПредприятияЖурналЗаписи.md
Константа.ФункциональнаяОпцияПланироватьЗагрузкуРесурсовПредприятияРаботы;Константа;Планувати завантаження ресурсів підприємства (роботи);Константа_ФункциональнаяОпцияПланироватьЗагрузкуРесурсовПредприятияРаботы.md
Константа.ФункциональнаяОпцияПлатежныйКалендарь;Константа;Платіжний календар;Константа_ФункциональнаяОпцияПлатежныйКалендарь.md
Константа.ФункциональнаяОпцияПриемЗапасовНаОтветХранение;Константа;Прийом запасів на відповідальне зберігання;Константа_ФункциональнаяОпцияПриемЗапасовНаОтветХранение.md
Константа.ФункциональнаяОпцияПриемТоваровНаКомиссию;Константа;Прийом товарів на комісію;Константа_ФункциональнаяОпцияПриемТоваровНаКомиссию.md
Константа.ФункциональнаяОпцияРазноситьОплатуОтЭквайрераПоЭквайринговымОперациям;Константа;Функціональна опція розносити оплату від еквайрера за еквайринговими операціями;Константа_ФункциональнаяОпцияРазноситьОплатуОтЭквайрераПоЭквайринговымОперациям.md
Константа.ФункциональнаяОпцияРазрешитьСкладыВТабличныхЧастях;Константа;Функціональна опція дозволити склади в табличних частинах;Константа_ФункциональнаяОпцияРазрешитьСкладыВТабличныхЧастях.md
Константа.ФункциональнаяОпцияРезервированиеЗапасов;Константа;Резервування запасів;Константа_ФункциональнаяОпцияРезервированиеЗапасов.md
Константа.ФункциональнаяОпцияСуммовойУчетВРознице;Константа;Сумовий облік у роздробі;Константа_ФункциональнаяОпцияСуммовойУчетВРознице.md
Константа.ФункциональнаяОпцияУчетВнеоборотныхАктивов;Константа;Облік майна;Константа_ФункциональнаяОпцияУчетВнеоборотныхАктивов.md
Константа.ФункциональнаяОпцияУчетВРазличныхЕдиницахИзмерения;Константа;Облік у різних одиницях виміру;Константа_ФункциональнаяОпцияУчетВРазличныхЕдиницахИзмерения.md
Константа.ФункциональнаяОпцияУчетПоНесколькимНаправлениямДеятельности;Константа;Облік за декількома напрямками діяльності;Константа_ФункциональнаяОпцияУчетПоНесколькимНаправлениямДеятельности.md
Константа.ФункциональнаяОпцияУчетПоНесколькимОрганизациям;Константа;Облік за декількома організаціями;Константа_ФункциональнаяОпцияУчетПоНесколькимОрганизациям.md
Константа.ФункциональнаяОпцияУчетПоНесколькимПодразделениям;Константа;Функціональна опція облік за декількома підрозділами;Константа_ФункциональнаяОпцияУчетПоНесколькимПодразделениям.md
Константа.ФункциональнаяОпцияУчетПоНесколькимСкладам;Константа;Функціональна опція облік за декількома складами;Константа_ФункциональнаяОпцияУчетПоНесколькимСкладам.md
Константа.ФункциональнаяОпцияУчетПоПроектам;Константа;Облік за проектами;Константа_ФункциональнаяОпцияУчетПоПроектам.md
Константа.ФункциональнаяОпцияУчетПоЯчейкам;Константа;Облік за комірками;Константа_ФункциональнаяОпцияУчетПоЯчейкам.md
Константа.ФункциональнаяОпцияУчетРозничныхПродаж;Константа;Облік роздрібних продажів;Константа_ФункциональнаяОпцияУчетРозничныхПродаж.md
Константа.ФункциональнаяОпцияУчетЦенКонтрагентов;Константа;Функціональна опція облік цін контрагентів;Константа_ФункциональнаяОпцияУчетЦенКонтрагентов.md
Константа.ФункциональнаяУчетВалютныхОпераций;Константа;Облік валютних операцій;Константа_ФункциональнаяУчетВалютныхОпераций.md
Константа.ХранитьФайлыВТомахНаДиске;Константа;Зберігати файли в томах на диску;Константа_ХранитьФайлыВТомахНаДиске.md
Константа.ЧасовойПоясОбластиДанных;Константа;Часовий пояс області даних;Константа_ЧасовойПоясОбластиДанных.md
Константа.ЧастотаРасчетаКурсовыхРазниц;Константа;Частота розрахунків курсових різниць;Константа_ЧастотаРасчетаКурсовыхРазниц.md
Константа.ШаблонНаименованияДоговоров;Константа;Шаблон найменування договорів;Константа_ШаблонНаименованияДоговоров.md
Константа.ЭтоАвтономноеРабочееМесто;Константа;Це автономне робоче місце;Константа_ЭтоАвтономноеРабочееМесто.md
Константа.ЭтоОбычноеПриложение;Константа;Це звичайний додаток;Константа_ЭтоОбычноеПриложение.md
Перечисление.АналитикаПлатежногоКалендаря;Перечисление;Аналітика платіжного календаря;Перечисление_АналитикаПлатежногоКалендаря.md
Перечисление.БазыРаспределенияРасходов;Перечисление;Бази розподілу витрат;Перечисление_БазыРаспределенияРасходов.md
Перечисление.БиллингПериодичностьДоговораОбслуживания;Перечисление;Білінг періодичність договору обслуговування;Перечисление_БиллингПериодичностьДоговораОбслуживания.md
Перечисление.БиллингФормированиеЦеныЗатрат;Перечисление;Білінг формування ціни витрат;Перечисление_БиллингФормированиеЦеныЗатрат.md
Перечисление.БиллингФормированиеЦеныНоменклатуры;Перечисление;Білінг формування ціни номенклатури;Перечисление_БиллингФормированиеЦеныНоменклатуры.md
Перечисление.БулевоТриСостояния;Перечисление;Булево три стани;Перечисление_БулевоТриСостояния.md
Перечисление.ВариантЗавершенияРаботыСЛидом;Перечисление;Варіант завершення роботи з лідом;Перечисление_ВариантЗавершенияРаботыСЛидом.md
Перечисление.ВариантПредоставленияСкидкиПоНоменклатуре;Перечисление;Варіант надання знижки за номенклатурою;Перечисление_ВариантПредоставленияСкидкиПоНоменклатуре.md
Перечисление.ВариантыВажности;Перечисление;Варіанти важливості;Перечисление_ВариантыВажности.md
Перечисление.ВариантыВерсионированияОбъектов;Перечисление;Варіанти версіонування об`єктів;Перечисление_ВариантыВерсионированияОбъектов.md
Перечисление.ВариантыВозвратаПоЗакрытойСмене;Перечисление;Варіанти повернення по закритій зміні;Перечисление_ВариантыВозвратаПоЗакрытойСмене.md
Перечисление.ВариантыВыводаМесяцаВДатеДокумента;Перечисление;Варіанти виводу місяця в даті документа;Перечисление_ВариантыВыводаМесяцаВДатеДокумента.md
Перечисление.ВариантыДетализацииИтоговБанкИКасса;Перечисление;Варіанти деталізації підсумків. Банк і каса.;Перечисление_ВариантыДетализацииИтоговБанкИКасса.md
Перечисление.ВариантыДиаграммыПлатежныйКалендарь;Перечисление;Варіанти діаграми платіжний календар;Перечисление_ВариантыДиаграммыПлатежныйКалендарь.md
Перечисление.ВариантыЗавершенияЗаказа;Перечисление;Варіанти завершення замовлення;Перечисление_ВариантыЗавершенияЗаказа.md
Перечисление.ВариантыЗавершенияРемонта;Перечисление;Варіанти завершення ремонту;Перечисление_ВариантыЗавершенияРемонта.md
Перечисление.ВариантыЗагрузкиПисем;Перечисление;Варіанти завантаження листів;Перечисление_ВариантыЗагрузкиПисем.md
Перечисление.ВариантыЗаписиНаУслуги;Перечисление;Варіанти запису на послуги;Перечисление_ВариантыЗаписиНаУслуги.md
Перечисление.ВариантыЗаполненияДатыОтгрузки;Перечисление;Варіанти заповнення дати відвантаження;Перечисление_ВариантыЗаполненияДатыОтгрузки.md
Перечисление.ВариантыЗаполненияРасшифровкиПлатежа;Перечисление;Варіанти заповнення розшифрування платежу;Перечисление_ВариантыЗаполненияРасшифровкиПлатежа.md
Перечисление.ВариантыИзмененияДанныхВДокументахИзПомощника;Перечисление;Варіанти зміни даних в документах з помічника;Перечисление_ВариантыИзмененияДанныхВДокументахИзПомощника.md
Перечисление.ВариантыИспользованияВнешнихКомпонент;Перечисление;Варіанти використання зовнішніх компонент;Перечисление_ВариантыИспользованияВнешнихКомпонент.md
Перечисление.ВариантыИспользованияПоложенийДляРасчетаПремий;Перечисление;Варіанти використання положень для розрахунку премій;Перечисление_ВариантыИспользованияПоложенийДляРасчетаПремий.md
Перечисление.ВариантыОбластейОграниченияСкидокНаценок;Перечисление;Варіанти областей обмеження знижок націнок;Перечисление_ВариантыОбластейОграниченияСкидокНаценок.md
Перечисление.ВариантыОбновленияЗаказовИнтернетМагазина;Перечисление;Варіанти оновлення замовлень інтернет магазину;Перечисление_ВариантыОбновленияЗаказовИнтернетМагазина.md
Перечисление.ВариантыОграниченийСкидокПоКонтрагентам;Перечисление;Варіанти обмежень знижок за контрагентами;Перечисление_ВариантыОграниченийСкидокПоКонтрагентам.md
Перечисление.ВариантыОграниченийСкидокПоНоменклатуре;Перечисление;Варіанти обмежень знижок за номенклатурою;Перечисление_ВариантыОграниченийСкидокПоНоменклатуре.md
Перечисление.ВариантыОкругления;Перечисление;Варіанти округлення;Перечисление_ВариантыОкругления.md
Перечисление.ВариантыОтбораУслуг;Перечисление;Варіанти відбору послуг;Перечисление_ВариантыОтбораУслуг.md
Перечисление.ВариантыОтображенияИтоговБанкИКасса;Перечисление;Варіанти відображення підсумків. Банк і каса.;Перечисление_ВариантыОтображенияИтоговБанкИКасса.md
Перечисление.ВариантыОтображенияКартинок;Перечисление;Варіанти відображення картинок;Перечисление_ВариантыОтображенияКартинок.md
Перечисление.ВариантыОтправкиSMSПриПродаже;Перечисление;Варіанти відправки SMSПри продажі;Перечисление_ВариантыОтправкиSMSПриПродаже.md
Перечисление.ВариантыОчисткиФайлов;Перечисление;Варіанти очищення файлів;Перечисление_ВариантыОчисткиФайлов.md
Перечисление.ВариантыПериода;Перечисление;Варіанти періоду;Перечисление_ВариантыПериода.md
Перечисление.ВариантыПечатиДоставки;Перечисление;Варіанти друку доставки;Перечисление_ВариантыПечатиДоставки.md
Перечисление.ВариантыПечатиНаборов;Перечисление;Варіанти друку наборів;Перечисление_ВариантыПечатиНаборов.md
Перечисление.ВариантыПечатиПрайсЛиста;Перечисление;Варіанти друку прайс листа;Перечисление_ВариантыПечатиПрайсЛиста.md
Перечисление.ВариантыПогашенияЗаймаСотрудником;Перечисление;Варіанти погашення позики співробітником;Перечисление_ВариантыПогашенияЗаймаСотрудником.md
Перечисление.ВариантыПодтвержденияНовогоКлиента;Перечисление;Варіанти підтвердження нового клієнта;Перечисление_ВариантыПодтвержденияНовогоКлиента.md
Перечисление.ВариантыПредставленияПериода;Перечисление;Варіанти представлення періоду;Перечисление_ВариантыПредставленияПериода.md
Перечисление.ВариантыПроверокАнализаБизнеса;Перечисление;Варіанти перевірок аналізу бізнесу;Перечисление_ВариантыПроверокАнализаБизнеса.md
Перечисление.ВариантыПубликацииДополнительныхОтчетовИОбработок;Перечисление;Варіанти публікації додаткових звітів і обробок;Перечисление_ВариантыПубликацииДополнительныхОтчетовИОбработок.md
Перечисление.ВариантыПубликацииСкидок;Перечисление;Варіанти публікації знижок;Перечисление_ВариантыПубликацииСкидок.md
Перечисление.ВариантыРемонта;Перечисление;Варіанти ремонту;Перечисление_ВариантыРемонта.md
Перечисление.ВариантыСжатияTIFF;Перечисление;Варіанти ущільнення TIFF;Перечисление_ВариантыСжатияTIFF.md
Перечисление.ВариантыСинхронизацииПисем;Перечисление;Варіанти синхронізації листів;Перечисление_ВариантыСинхронизацииПисем.md
Перечисление.ВариантыСовместногоПримененияСкидокНаценок;Перечисление;Варіанти спільного застосування знижок націнок;Перечисление_ВариантыСовместногоПримененияСкидокНаценок.md
Перечисление.ВариантыСовместногоРасчетаПремий;Перечисление;Варіанти спільного розрахунку премій;Перечисление_ВариантыСовместногоРасчетаПремий.md
Перечисление.ВариантыСостоянияНовыхПисем;Перечисление;Варіанти стану нових листів;Перечисление_ВариантыСостоянияНовыхПисем.md
Перечисление.ВариантыУдаленияПисем;Перечисление;Варіанти вилучення листів;Перечисление_ВариантыУдаленияПисем.md
