Имя объекта;Тип объекта;Синоним;Файл
Константа.КаталогОбменаФайламиВМоделиСервисаLinux;Константа;Каталог обміну файлами в моделі сервісу Linux;Константа_КаталогОбменаФайламиВМоделиСервисаLinux.md
Константа.КаталогРасширенийКоличествоЭлементовВВыборке;Константа;Максимальна кількість елементів на сторінці каталогу розширень;Константа_КаталогРасширенийКоличествоЭлементовВВыборке.md
Константа.КаталогРасширенийОтправлятьПревьюПриЗапросеСписка;Константа;Відображати зображення в каталозі розширень;Константа_КаталогРасширенийОтправлятьПревьюПриЗапросеСписка.md
Константа.КаталогСообщенийОбменаДаннымиДляLinux;Константа;Каталог повідомлень синхронізації для Linux;Константа_КаталогСообщенийОбменаДаннымиДляLinux.md
Константа.КаталогСообщенийОбменаДаннымиДляWindows;Константа;Каталог повідомлень синхронізації для Windows;Константа_КаталогСообщенийОбменаДаннымиДляWindows.md
Константа.КлассификаторОшибокКриптографии;Константа;Класифікатор помилок криптографії;Константа_КлассификаторОшибокКриптографии.md
Константа.КлючОбластиДанных;Константа;Ключ області даних;Константа_КлючОбластиДанных.md
Константа.КоличествоДнейРасчетаДатыОтгрузки;Константа;Кількість днів для розрахунку дати відвантаження;Константа_КоличествоДнейРасчетаДатыОтгрузки.md
Константа.КоличествоЗамеровВПакетеЭкспорта;Константа;Кількість вимірів в пакеті експорту;Константа_КоличествоЗамеровВПакетеЭкспорта.md
Константа.КоличествоМесяцевОчисткиВложенийЭлектронныхПисем;Константа;Кількість місяців очищення вкладень електронних листів;Константа_КоличествоМесяцевОчисткиВложенийЭлектронныхПисем.md
Константа.КоличествоПотоковДлительныхОпераций;Константа;Кількість прихід;Константа_КоличествоПотоковДлительныхОпераций.md
Константа.КоличествоПотоковОбновленияДоступа;Константа;Кількість потоків оновлення доступу;Константа_КоличествоПотоковОбновленияДоступа.md
Константа.КоличествоПотоковОбновленияИнформационнойБазы;Константа;Кількість потоків оновлення інформаційної бази;Константа_КоличествоПотоковОбновленияИнформационнойБазы.md
Константа.КоличествоЭлементовВТранзакцииЗагрузкиДанных;Константа;Кількість елементів у транзакції завантаження даних;Константа_КоличествоЭлементовВТранзакцииЗагрузкиДанных.md
Константа.Компания;Константа;Компанія;Константа_Компания.md
Константа.КонечнаяТочкаМенеджераСервиса;Константа;Кінцева точка менеджера сервісу;Константа_КонечнаяТочкаМенеджераСервиса.md
Константа.КонтактнаяИнформацияТоварногоЧека;Константа;Контактна інформація товарного чека;Константа_КонтактнаяИнформацияТоварногоЧека.md
Константа.КонтрагентДляПодарочныхСертификатов;Константа;Контрагент для подарункових сертифікатів;Константа_КонтрагентДляПодарочныхСертификатов.md
Константа.КонтролироватьОстаткиПриПробитииЧековККМ;Константа;Контролювати залишки при пробитті чеків ККМ;Константа_КонтролироватьОстаткиПриПробитииЧековККМ.md
Константа.КонтролироватьОстаткиПриПроведении;Константа;Контролювати залишки при проведенні;Константа_КонтролироватьОстаткиПриПроведении.md
Константа.КонтрольОстатковСерийНоменклатуры;Константа;Контроль залишків серій номенклатури;Константа_КонтрольОстатковСерийНоменклатуры.md
Константа.КопироватьОбластиДанныхИзЭталонной;Константа;Копіювати області даних з еталонної;Константа_КопироватьОбластиДанныхИзЭталонной.md
Константа.ЛогироватьЗапускиЗаданийОчереди;Константа;Залогувати запуски завдань черги;Константа_ЛогироватьЗапускиЗаданийОчереди.md
Константа.МаксимальнаяДлительностьВыполненияИсполняющегоФоновогоЗадания;Константа;Максимальна тривалість виконання виконуючого фонового завдання;Константа_МаксимальнаяДлительностьВыполненияИсполняющегоФоновогоЗадания.md
Константа.МаксимальноеКоличествоИсполняющихФоновыхЗаданий;Константа;Максимальна кількість виконуючих фонових завдань;Константа_МаксимальноеКоличествоИсполняющихФоновыхЗаданий.md
Константа.МаксимальныйРазмерФайла;Константа;Максимальний розмір файлу;Константа_МаксимальныйРазмерФайла.md
Константа.МаксимальныйРазмерФайлаОбластиДанных;Константа;Максимальний розмір файлу області даних;Константа_МаксимальныйРазмерФайлаОбластиДанных.md
Константа.МинимальныйИнтервалРегламентныхЗаданийДОИОВМоделиСервиса;Константа;Мінімальний інтервал регламентних завдань додаткових звітів і обробок моделі сервісу;Константа_МинимальныйИнтервалРегламентныхЗаданийДОИОВМоделиСервиса.md
Константа.НастройкаПодчиненногоУзлаРИБЗавершена;Константа;Налаштування підлеглого вузла РІБ Завершено;Константа_НастройкаПодчиненногоУзлаРИБЗавершена.md
